
ctarget:     file format elf64-x86-64


Disassembly of section .init:

0000000000401000 <_init>:
  401000:	f3 0f 1e fa          	endbr64 
  40249a:	48 8d 3d 66 0f 00 00 	lea    0xf66(%rip),%rdi        # 403407 <_IO_stdin_used+0x407>
  4024a1:	e8 5a ef ff ff       	callq  401400 <puts@plt>
  4024a6:	be 00 00 00 00       	mov    $0x0,%esi
  4024ab:	bf 00 00 00 00       	mov    $0x0,%edi
  4024b0:	e8 ee fb ff ff       	callq  4020a3 <notify_server>
  4024b5:	bf 01 00 00 00       	mov    $0x1,%edi
  4024ba:	e8 81 ee ff ff       	callq  401340 <exit@plt>

00000000004024bf <sigalrmhandler>:
  4024bf:	f3 0f 1e fa          	endbr64 
  4024c3:	50                   	push   %rax
  4024c4:	58                   	pop    %rax
  4024c5:	48 83 ec 08          	sub    $0x8,%rsp
  4024c9:	83 3d 38 30 00 00 00 	cmpl   $0x0,0x3038(%rip)        # 405508 <is_checker>
  4024d0:	74 16                	je     4024e8 <sigalrmhandler+0x29>
  4024d2:	48 8d 3d 6b 0f 00 00 	lea    0xf6b(%rip),%rdi        # 403444 <_IO_stdin_used+0x444>
  4024d9:	e8 22 ef ff ff       	callq  401400 <puts@plt>
  4024de:	b8 00 00 00 00       	mov    $0x0,%eax
  4024e3:	e8 27 fb ff ff       	callq  40200f <check_fail>
  4024e8:	ba 05 00 00 00       	mov    $0x5,%edx
  4024ed:	48 8d 35 ec 10 00 00 	lea    0x10ec(%rip),%rsi        # 4035e0 <_IO_stdin_used+0x5e0>
  4024f4:	bf 01 00 00 00       	mov    $0x1,%edi
  4024f9:	b8 00 00 00 00       	mov    $0x0,%eax
  4024fe:	e8 0d ef ff ff       	callq  401410 <__printf_chk@plt>
  402503:	be 00 00 00 00       	mov    $0x0,%esi
  402508:	bf 00 00 00 00       	mov    $0x0,%edi
  40250d:	e8 91 fb ff ff       	callq  4020a3 <notify_server>
  402512:	bf 01 00 00 00       	mov    $0x1,%edi
  402517:	e8 24 ee ff ff       	callq  401340 <exit@plt>

000000000040251c <launch>:
  40251c:	f3 0f 1e fa          	endbr64 
  402520:	55                   	push   %rbp
  402521:	48 89 e5             	mov    %rsp,%rbp
  402524:	48 83 ec 10          	sub    $0x10,%rsp
  402528:	48 89 fa             	mov    %rdi,%rdx
  40252b:	64 48 8b 04 25 28 00 	mov    %fs:0x28,%rax
  402532:	00 00 
  402534:	48 89 45 f8          	mov    %rax,-0x8(%rbp)
  402538:	31 c0                	xor    %eax,%eax
  40253a:	48 8d 47 17          	lea    0x17(%rdi),%rax
  40253e:	48 89 c1             	mov    %rax,%rcx
  402541:	48 83 e1 f0          	and    $0xfffffffffffffff0,%rcx
  402545:	48 25 00 f0 ff ff    	and    $0xfffffffffffff000,%rax
  40254b:	48 89 e6             	mov    %rsp,%rsi
  40254e:	48 29 c6             	sub    %rax,%rsi
  402551:	48 89 f0             	mov    %rsi,%rax
  402554:	48 39 c4             	cmp    %rax,%rsp
  402557:	74 12                	je     40256b <launch+0x4f>
  402559:	48 81 ec 00 10 00 00 	sub    $0x1000,%rsp
  402560:	48 83 8c 24 f8 0f 00 	orq    $0x0,0xff8(%rsp)
  402567:	00 00 
  402569:	eb e9                	jmp    402554 <launch+0x38>
  40256b:	48 89 c8             	mov    %rcx,%rax
  40256e:	25 ff 0f 00 00       	and    $0xfff,%eax
  402573:	48 29 c4             	sub    %rax,%rsp
  402576:	48 85 c0             	test   %rax,%rax
  402579:	74 06                	je     402581 <launch+0x65>
  40257b:	48 83 4c 04 f8 00    	orq    $0x0,-0x8(%rsp,%rax,1)
  402581:	48 8d 7c 24 0f       	lea    0xf(%rsp),%rdi
  402586:	48 83 e7 f0          	and    $0xfffffffffffffff0,%rdi
  40258a:	be f4 00 00 00       	mov    $0xf4,%esi
  40258f:	e8 5c ed ff ff       	callq  4012f0 <memset@plt>
  402594:	48 8b 05 15 2c 00 00 	mov    0x2c15(%rip),%rax        # 4051b0 <stdin@@GLIBC_2.2.5>
  40259b:	48 39 05 4e 2f 00 00 	cmp    %rax,0x2f4e(%rip)        # 4054f0 <infile>
  4025a2:	74 3a                	je     4025de <launch+0xc2>
  4025a4:	c7 05 4e 2f 00 00 00 	movl   $0x0,0x2f4e(%rip)        # 4054fc <vlevel>
  4025ab:	00 00 00 
  4025ae:	b8 00 00 00 00       	mov    $0x0,%eax
  4025b3:	e8 b9 f9 ff ff       	callq  401f71 <test>
  4025b8:	83 3d 49 2f 00 00 00 	cmpl   $0x0,0x2f49(%rip)        # 405508 <is_checker>
  4025bf:	75 35                	jne    4025f6 <launch+0xda>
  4025c1:	48 8d 3d 9c 0e 00 00 	lea    0xe9c(%rip),%rdi        # 403464 <_IO_stdin_used+0x464>
  4025c8:	e8 33 ee ff ff       	callq  401400 <puts@plt>
  4025cd:	48 8b 45 f8          	mov    -0x8(%rbp),%rax
  4025d1:	64 48 33 04 25 28 00 	xor    %fs:0x28,%rax
  4025d8:	00 00 
  4025da:	75 30                	jne    40260c <launch+0xf0>
  4025dc:	c9                   	leaveq 
  4025dd:	c3                   	retq   
  4025de:	48 8d 35 67 0e 00 00 	lea    0xe67(%rip),%rsi        # 40344c <_IO_stdin_used+0x44c>
  4025e5:	bf 01 00 00 00       	mov    $0x1,%edi
  4025ea:	b8 00 00 00 00       	mov    $0x0,%eax
  4025ef:	e8 1c ee ff ff       	callq  401410 <__printf_chk@plt>
  4025f4:	eb ae                	jmp    4025a4 <launch+0x88>
  4025f6:	48 8d 3d 5c 0e 00 00 	lea    0xe5c(%rip),%rdi        # 403459 <_IO_stdin_used+0x459>
  4025fd:	e8 fe ed ff ff       	callq  401400 <puts@plt>
  402602:	b8 00 00 00 00       	mov    $0x0,%eax
  402607:	e8 03 fa ff ff       	callq  40200f <check_fail>
  40260c:	e8 cf ec ff ff       	callq  4012e0 <__stack_chk_fail@plt>

0000000000402611 <stable_launch>:
  402611:	f3 0f 1e fa          	endbr64 
  402615:	53                   	push   %rbx
  402616:	48 89 3d cb 2e 00 00 	mov    %rdi,0x2ecb(%rip)        # 4054e8 <global_offset>
  40261d:	41 b9 00 00 00 00    	mov    $0x0,%r9d
  402623:	41 b8 00 00 00 00    	mov    $0x0,%r8d
  402629:	b9 32 01 00 00       	mov    $0x132,%ecx
  40262e:	ba 07 00 00 00       	mov    $0x7,%edx
  402633:	be 00 00 10 00       	mov    $0x100000,%esi
  402638:	bf 00 60 58 55       	mov    $0x55586000,%edi
  40263d:	e8 9e ed ff ff       	callq  4013e0 <mmap@plt>
  402642:	48 89 c3             	mov    %rax,%rbx
  402645:	48 3d 00 60 58 55    	cmp    $0x55586000,%rax
  40264b:	75 43                	jne    402690 <stable_launch+0x7f>
  40264d:	48 8d 90 f8 ff 0f 00 	lea    0xffff8(%rax),%rdx
  402654:	48 89 15 d5 3a 00 00 	mov    %rdx,0x3ad5(%rip)        # 406130 <stack_top>
  40265b:	48 89 e0             	mov    %rsp,%rax
  40265e:	48 89 d4             	mov    %rdx,%rsp
  402661:	48 89 c2             	mov    %rax,%rdx
  402664:	48 89 15 75 2e 00 00 	mov    %rdx,0x2e75(%rip)        # 4054e0 <global_save_stack>
  40266b:	48 8b 3d 76 2e 00 00 	mov    0x2e76(%rip),%rdi        # 4054e8 <global_offset>
  402672:	e8 a5 fe ff ff       	callq  40251c <launch>
  402677:	48 8b 05 62 2e 00 00 	mov    0x2e62(%rip),%rax        # 4054e0 <global_save_stack>
  40267e:	48 89 c4             	mov    %rax,%rsp
  402681:	be 00 00 10 00       	mov    $0x100000,%esi
  402686:	48 89 df             	mov    %rbx,%rdi
  402689:	e8 a2 ec ff ff       	callq  401330 <munmap@plt>
  40268e:	5b                   	pop    %rbx
  40268f:	c3                   	retq   
  402690:	be 00 00 10 00       	mov    $0x100000,%esi
  402695:	48 89 c7             	mov    %rax,%rdi
  402698:	e8 93 ec ff ff       	callq  401330 <munmap@plt>
  40269d:	b9 00 60 58 55       	mov    $0x55586000,%ecx
  4026a2:	48 8d 15 6f 0f 00 00 	lea    0xf6f(%rip),%rdx        # 403618 <_IO_stdin_used+0x618>
  4026a9:	be 01 00 00 00       	mov    $0x1,%esi
  4026ae:	48 8b 3d eb 2a 00 00 	mov    0x2aeb(%rip),%rdi        # 4051a0 <stderr@@GLIBC_2.2.5>
  4026b5:	b8 00 00 00 00       	mov    $0x0,%eax
  4026ba:	e8 01 ec ff ff       	callq  4012c0 <__fprintf_chk@plt>
  4026bf:	bf 01 00 00 00       	mov    $0x1,%edi
  4026c4:	e8 77 ec ff ff       	callq  401340 <exit@plt>

00000000004026c9 <sigalrm_handler>:
  4026c9:	f3 0f 1e fa          	endbr64 
  4026cd:	50                   	push   %rax
  4026ce:	58                   	pop    %rax
  4026cf:	48 83 ec 08          	sub    $0x8,%rsp
  4026d3:	b9 00 00 00 00       	mov    $0x0,%ecx
  4026d8:	48 8d 15 71 0f 00 00 	lea    0xf71(%rip),%rdx        # 403650 <trans_char+0x10>
  4026df:	be 01 00 00 00       	mov    $0x1,%esi
  4026e4:	48 8b 3d b5 2a 00 00 	mov    0x2ab5(%rip),%rdi        # 4051a0 <stderr@@GLIBC_2.2.5>
  4026eb:	b8 00 00 00 00       	mov    $0x0,%eax
  4026f0:	e8 cb eb ff ff       	callq  4012c0 <__fprintf_chk@plt>
  4026f5:	bf 01 00 00 00       	mov    $0x1,%edi
  4026fa:	e8 41 ec ff ff       	callq  401340 <exit@plt>

00000000004026ff <WriteMemoryCallback>:
  4026ff:	f3 0f 1e fa          	endbr64 
  402703:	41 54                	push   %r12
  402705:	55                   	push   %rbp
  402706:	53                   	push   %rbx
  402707:	49 89 fc             	mov    %rdi,%r12
  40270a:	48 89 cb             	mov    %rcx,%rbx
  40270d:	48 0f af f2          	imul   %rdx,%rsi
  402711:	48 89 f5             	mov    %rsi,%rbp
  402714:	48 03 71 08          	add    0x8(%rcx),%rsi
  402718:	48 8b 39             	mov    (%rcx),%rdi
  40271b:	48 83 c6 01          	add    $0x1,%rsi
  40271f:	e8 4c eb ff ff       	callq  401270 <realloc@plt>
  402724:	48 85 c0             	test   %rax,%rax
  402727:	74 2e                	je     402757 <WriteMemoryCallback+0x58>
  402729:	48 89 03             	mov    %rax,(%rbx)
  40272c:	48 03 43 08          	add    0x8(%rbx),%rax
  402730:	48 89 c7             	mov    %rax,%rdi
  402733:	48 89 ea             	mov    %rbp,%rdx
  402736:	4c 89 e6             	mov    %r12,%rsi
  402739:	e8 22 eb ff ff       	callq  401260 <memcpy@plt>
  40273e:	48 89 e8             	mov    %rbp,%rax
  402741:	48 03 43 08          	add    0x8(%rbx),%rax
  402745:	48 89 43 08          	mov    %rax,0x8(%rbx)
  402749:	48 03 03             	add    (%rbx),%rax
  40274c:	c6 00 00             	movb   $0x0,(%rax)
  40274f:	48 89 e8             	mov    %rbp,%rax
  402752:	5b                   	pop    %rbx
  402753:	5d                   	pop    %rbp
  402754:	41 5c                	pop    %r12
  402756:	c3                   	retq   
  402757:	48 8d 3d 1a 0f 00 00 	lea    0xf1a(%rip),%rdi        # 403678 <trans_char+0x38>
  40275e:	e8 9d ec ff ff       	callq  401400 <puts@plt>
  402763:	bd 00 00 00 00       	mov    $0x0,%ebp
  402768:	eb e5                	jmp    40274f <WriteMemoryCallback+0x50>

000000000040276a <submitr>:
  40276a:	f3 0f 1e fa          	endbr64 
  40276e:	41 57                	push   %r15
  402770:	41 56                	push   %r14
  402772:	41 55                	push   %r13
  402774:	41 54                	push   %r12
  402776:	55                   	push   %rbp
  402777:	53                   	push   %rbx
  402778:	48 83 ec 28          	sub    $0x28,%rsp
  40277c:	49 89 fc             	mov    %rdi,%r12
  40277f:	48 89 f5             	mov    %rsi,%rbp
  402782:	49 89 d5             	mov    %rdx,%r13
  402785:	64 48 8b 04 25 28 00 	mov    %fs:0x28,%rax
  40278c:	00 00 
  40278e:	48 89 44 24 18       	mov    %rax,0x18(%rsp)
  402793:	31 c0                	xor    %eax,%eax
  402795:	bf 03 00 00 00       	mov    $0x3,%edi
  40279a:	e8 01 eb ff ff       	callq  4012a0 <curl_global_init@plt>
  40279f:	e8 4c ec ff ff       	callq  4013f0 <curl_easy_init@plt>
  4027a4:	48 89 c3             	mov    %rax,%rbx
  4027a7:	bf 01 00 00 00       	mov    $0x1,%edi
  4027ac:	e8 ff eb ff ff       	callq  4013b0 <malloc@plt>
  4027b1:	48 89 04 24          	mov    %rax,(%rsp)
  4027b5:	48 c7 44 24 08 00 00 	movq   $0x0,0x8(%rsp)
  4027bc:	00 00 
  4027be:	ba 00 00 00 00       	mov    $0x0,%edx
  4027c3:	4c 89 e6             	mov    %r12,%rsi
  4027c6:	48 89 df             	mov    %rbx,%rdi
  4027c9:	e8 92 eb ff ff       	callq  401360 <curl_easy_escape@plt>
  4027ce:	49 89 c4             	mov    %rax,%r12
  4027d1:	ba 00 00 00 00       	mov    $0x0,%edx
  4027d6:	48 89 ee             	mov    %rbp,%rsi
  4027d9:	48 89 df             	mov    %rbx,%rdi
  4027dc:	e8 7f eb ff ff       	callq  401360 <curl_easy_escape@plt>
  4027e1:	48 89 c5             	mov    %rax,%rbp
  4027e4:	4d 85 e4             	test   %r12,%r12
  4027e7:	0f 95 c0             	setne  %al
  4027ea:	48 85 ed             	test   %rbp,%rbp
  4027ed:	0f 95 c2             	setne  %dl
  4027f0:	84 c2                	test   %al,%dl
  4027f2:	0f 84 bb 01 00 00    	je     4029b3 <submitr+0x249>
  4027f8:	48 c7 c6 ff ff ff ff 	mov    $0xffffffffffffffff,%rsi
  4027ff:	b8 00 00 00 00       	mov    $0x0,%eax
  402804:	48 89 f1             	mov    %rsi,%rcx
  402807:	4c 89 e7             	mov    %r12,%rdi
  40280a:	f2 ae                	repnz scas %es:(%rdi),%al
  40280c:	48 f7 d1             	not    %rcx
  40280f:	48 89 ca             	mov    %rcx,%rdx
  402812:	48 89 f1             	mov    %rsi,%rcx
  402815:	48 89 ef             	mov    %rbp,%rdi
  402818:	f2 ae                	repnz scas %es:(%rdi),%al
  40281a:	48 89 c8             	mov    %rcx,%rax
  40281d:	48 f7 d0             	not    %rax
  402820:	4c 8d 7c 02 58       	lea    0x58(%rdx,%rax,1),%r15
  402825:	4c 89 ff             	mov    %r15,%rdi
  402828:	e8 83 eb ff ff       	callq  4013b0 <malloc@plt>
  40282d:	49 89 c6             	mov    %rax,%r14
  402830:	55                   	push   %rbp
  402831:	41 54                	push   %r12
  402833:	4c 8d 0d 6e 0e 00 00 	lea    0xe6e(%rip),%r9        # 4036a8 <trans_char+0x68>
  40283a:	4c 8d 05 a7 0e 00 00 	lea    0xea7(%rip),%r8        # 4036e8 <trans_char+0xa8>
  402841:	48 c7 c1 ff ff ff ff 	mov    $0xffffffffffffffff,%rcx
  402848:	ba 01 00 00 00       	mov    $0x1,%edx
  40284d:	4c 89 fe             	mov    %r15,%rsi
  402850:	48 89 c7             	mov    %rax,%rdi
  402853:	b8 00 00 00 00       	mov    $0x0,%eax
  402858:	e8 03 ec ff ff       	callq  401460 <__snprintf_chk@plt>
  40285d:	4c 89 f2             	mov    %r14,%rdx
  402860:	be 12 27 00 00       	mov    $0x2712,%esi
  402865:	48 89 df             	mov    %rbx,%rdi
  402868:	b8 00 00 00 00       	mov    $0x0,%eax
  40286d:	e8 2e eb ff ff       	callq  4013a0 <curl_easy_setopt@plt>
  402872:	4c 89 f7             	mov    %r14,%rdi
  402875:	e8 16 ea ff ff       	callq  401290 <free@plt>
  40287a:	48 8d 15 7e fe ff ff 	lea    -0x182(%rip),%rdx        # 4026ff <WriteMemoryCallback>
  402881:	be 2b 4e 00 00       	mov    $0x4e2b,%esi
  402886:	48 89 df             	mov    %rbx,%rdi
  402889:	b8 00 00 00 00       	mov    $0x0,%eax
  40288e:	e8 0d eb ff ff       	callq  4013a0 <curl_easy_setopt@plt>
  402893:	48 8d 54 24 10       	lea    0x10(%rsp),%rdx
  402898:	be 11 27 00 00       	mov    $0x2711,%esi
  40289d:	48 89 df             	mov    %rbx,%rdi
  4028a0:	b8 00 00 00 00       	mov    $0x0,%eax
  4028a5:	e8 f6 ea ff ff       	callq  4013a0 <curl_easy_setopt@plt>
  4028aa:	48 8d 15 84 0e 00 00 	lea    0xe84(%rip),%rdx        # 403735 <trans_char+0xf5>
  4028b1:	be 22 27 00 00       	mov    $0x2722,%esi
  4028b6:	48 89 df             	mov    %rbx,%rdi
  4028b9:	b8 00 00 00 00       	mov    $0x0,%eax
  4028be:	e8 dd ea ff ff       	callq  4013a0 <curl_easy_setopt@plt>
  4028c3:	48 89 df             	mov    %rbx,%rdi
  4028c6:	e8 85 ea ff ff       	callq  401350 <curl_easy_perform@plt>
  4028cb:	48 83 c4 10          	add    $0x10,%rsp
  4028cf:	85 c0                	test   %eax,%eax
  4028d1:	75 76                	jne    402949 <submitr+0x1df>
  4028d3:	4c 8b 0c 24          	mov    (%rsp),%r9
  4028d7:	b9 03 00 00 00       	mov    $0x3,%ecx
  4028dc:	48 8d 35 63 0e 00 00 	lea    0xe63(%rip),%rsi        # 403746 <trans_char+0x106>
  4028e3:	4c 89 cf             	mov    %r9,%rdi
  4028e6:	f3 a6                	repz cmpsb %es:(%rdi),%ds:(%rsi)
  4028e8:	41 0f 97 c6          	seta   %r14b
  4028ec:	41 80 de 00          	sbb    $0x0,%r14b
  4028f0:	45 0f be f6          	movsbl %r14b,%r14d
  4028f4:	45 85 f6             	test   %r14d,%r14d
  4028f7:	0f 85 86 00 00 00    	jne    402983 <submitr+0x219>
  4028fd:	4c 89 e7             	mov    %r12,%rdi
  402900:	e8 4b e9 ff ff       	callq  401250 <curl_free@plt>
  402905:	48 89 ef             	mov    %rbp,%rdi
  402908:	e8 43 e9 ff ff       	callq  401250 <curl_free@plt>
  40290d:	48 8b 3c 24          	mov    (%rsp),%rdi
  402911:	e8 7a e9 ff ff       	callq  401290 <free@plt>
  402916:	48 89 df             	mov    %rbx,%rdi
  402919:	e8 62 e9 ff ff       	callq  401280 <curl_easy_cleanup@plt>
  40291e:	e8 9d ea ff ff       	callq  4013c0 <curl_global_cleanup@plt>
  402923:	48 8b 44 24 18       	mov    0x18(%rsp),%rax
  402928:	64 48 33 04 25 28 00 	xor    %fs:0x28,%rax
  40292f:	00 00 
  402931:	0f 85 ea 00 00 00    	jne    402a21 <submitr+0x2b7>
  402937:	44 89 f0             	mov    %r14d,%eax
  40293a:	48 83 c4 28          	add    $0x28,%rsp
  40293e:	5b                   	pop    %rbx
  40293f:	5d                   	pop    %rbp
  402940:	41 5c                	pop    %r12
  402942:	41 5d                	pop    %r13
  402944:	41 5e                	pop    %r14
  402946:	41 5f                	pop    %r15
  402948:	c3                   	retq   
  402949:	89 c7                	mov    %eax,%edi
  40294b:	e8 d0 e9 ff ff       	callq  401320 <curl_easy_strerror@plt>
  402950:	49 89 c1             	mov    %rax,%r9
  402953:	4c 8d 05 b6 0d 00 00 	lea    0xdb6(%rip),%r8        # 403710 <trans_char+0xd0>
  40295a:	48 c7 c1 ff ff ff ff 	mov    $0xffffffffffffffff,%rcx
  402961:	ba 01 00 00 00       	mov    $0x1,%edx
  402966:	be 00 20 00 00       	mov    $0x2000,%esi
  40296b:	4c 89 ef             	mov    %r13,%rdi
  40296e:	b8 00 00 00 00       	mov    $0x0,%eax
  402973:	e8 e8 ea ff ff       	callq  401460 <__snprintf_chk@plt>
  402978:	41 be ff ff ff ff    	mov    $0xffffffff,%r14d
  40297e:	e9 7a ff ff ff       	jmpq   4028fd <submitr+0x193>
  402983:	4c 8d 05 86 0d 00 00 	lea    0xd86(%rip),%r8        # 403710 <trans_char+0xd0>
  40298a:	48 c7 c1 ff ff ff ff 	mov    $0xffffffffffffffff,%rcx
  402991:	ba 01 00 00 00       	mov    $0x1,%edx
  402996:	be 00 20 00 00       	mov    $0x2000,%esi
  40299b:	4c 89 ef             	mov    %r13,%rdi
  40299e:	b8 00 00 00 00       	mov    $0x0,%eax
  4029a3:	e8 b8 ea ff ff       	callq  401460 <__snprintf_chk@plt>
  4029a8:	41 be ff ff ff ff    	mov    $0xffffffff,%r14d
  4029ae:	e9 4a ff ff ff       	jmpq   4028fd <submitr+0x193>
  4029b3:	48 b8 45 72 72 6f 72 	movabs $0x55203a726f727245,%rax
  4029ba:	3a 20 55 
  4029bd:	48 ba 6e 61 62 6c 65 	movabs $0x6f7420656c62616e,%rdx
  4029c4:	20 74 6f 
  4029c7:	49 89 45 00          	mov    %rax,0x0(%r13)
  4029cb:	49 89 55 08          	mov    %rdx,0x8(%r13)
  4029cf:	48 b8 20 61 6c 6c 6f 	movabs $0x7461636f6c6c6120,%rax
  4029d6:	63 61 74 
  4029d9:	48 ba 65 20 6d 65 6d 	movabs $0x79726f6d656d2065,%rdx
  4029e0:	6f 72 79 
  4029e3:	49 89 45 10          	mov    %rax,0x10(%r13)
  4029e7:	49 89 55 18          	mov    %rdx,0x18(%r13)
  4029eb:	48 b8 20 66 6f 72 20 	movabs $0x636e6520726f6620,%rax
  4029f2:	65 6e 63 
  4029f5:	48 ba 6f 64 65 64 20 	movabs $0x727473206465646f,%rdx
  4029fc:	73 74 72 
  4029ff:	49 89 45 20          	mov    %rax,0x20(%r13)
  402a03:	49 89 55 28          	mov    %rdx,0x28(%r13)
  402a07:	41 c7 45 30 69 6e 67 	movl   $0x73676e69,0x30(%r13)
  402a0e:	73 
  402a0f:	66 41 c7 45 34 2e 00 	movw   $0x2e,0x34(%r13)
  402a16:	41 be ff ff ff ff    	mov    $0xffffffff,%r14d
  402a1c:	e9 dc fe ff ff       	jmpq   4028fd <submitr+0x193>
  402a21:	e8 ba e8 ff ff       	callq  4012e0 <__stack_chk_fail@plt>

0000000000402a26 <init_timeout>:
  402a26:	f3 0f 1e fa          	endbr64 
  402a2a:	85 ff                	test   %edi,%edi
  402a2c:	74 26                	je     402a54 <init_timeout+0x2e>
  402a2e:	53                   	push   %rbx
  402a2f:	89 fb                	mov    %edi,%ebx
  402a31:	78 1a                	js     402a4d <init_timeout+0x27>
  402a33:	48 8d 35 8f fc ff ff 	lea    -0x371(%rip),%rsi        # 4026c9 <sigalrm_handler>
  402a3a:	bf 0e 00 00 00       	mov    $0xe,%edi
  402a3f:	e8 bc e8 ff ff       	callq  401300 <signal@plt>
  402a44:	89 df                	mov    %ebx,%edi
  402a46:	e8 85 e8 ff ff       	callq  4012d0 <alarm@plt>
  402a4b:	5b                   	pop    %rbx
  402a4c:	c3                   	retq   
  402a4d:	bb 00 00 00 00       	mov    $0x0,%ebx
  402a52:	eb df                	jmp    402a33 <init_timeout+0xd>
  402a54:	c3                   	retq   

0000000000402a55 <init_driver>:
  402a55:	f3 0f 1e fa          	endbr64 
  402a59:	53                   	push   %rbx
  402a5a:	48 89 fb             	mov    %rdi,%rbx
  402a5d:	be 01 00 00 00       	mov    $0x1,%esi
  402a62:	bf 0d 00 00 00       	mov    $0xd,%edi
  402a67:	e8 94 e8 ff ff       	callq  401300 <signal@plt>
  402a6c:	be 01 00 00 00       	mov    $0x1,%esi
  402a71:	bf 1d 00 00 00       	mov    $0x1d,%edi
  402a76:	e8 85 e8 ff ff       	callq  401300 <signal@plt>
  402a7b:	be 01 00 00 00       	mov    $0x1,%esi
  402a80:	bf 1d 00 00 00       	mov    $0x1d,%edi
  402a85:	e8 76 e8 ff ff       	callq  401300 <signal@plt>
  402a8a:	66 c7 03 4f 4b       	movw   $0x4b4f,(%rbx)
  402a8f:	c6 43 02 00          	movb   $0x0,0x2(%rbx)
  402a93:	b8 00 00 00 00       	mov    $0x0,%eax
  402a98:	5b                   	pop    %rbx
  402a99:	c3                   	retq   

0000000000402a9a <driver_post>:
  402a9a:	f3 0f 1e fa          	endbr64 
  402a9e:	53                   	push   %rbx
  402a9f:	48 89 cb             	mov    %rcx,%rbx
  402aa2:	85 d2                	test   %edx,%edx
  402aa4:	75 17                	jne    402abd <driver_post+0x23>
  402aa6:	48 85 ff             	test   %rdi,%rdi
  402aa9:	74 05                	je     402ab0 <driver_post+0x16>
  402aab:	80 3f 00             	cmpb   $0x0,(%rdi)
  402aae:	75 36                	jne    402ae6 <driver_post+0x4c>
  402ab0:	66 c7 03 4f 4b       	movw   $0x4b4f,(%rbx)
  402ab5:	c6 43 02 00          	movb   $0x0,0x2(%rbx)
  402ab9:	89 d0                	mov    %edx,%eax
  402abb:	5b                   	pop    %rbx
  402abc:	c3                   	retq   
  402abd:	48 89 f2             	mov    %rsi,%rdx
  402ac0:	48 8d 35 82 0c 00 00 	lea    0xc82(%rip),%rsi        # 403749 <trans_char+0x109>
  402ac7:	bf 01 00 00 00       	mov    $0x1,%edi
  402acc:	b8 00 00 00 00       	mov    $0x0,%eax
  402ad1:	e8 3a e9 ff ff       	callq  401410 <__printf_chk@plt>
  402ad6:	66 c7 03 4f 4b       	movw   $0x4b4f,(%rbx)
  402adb:	c6 43 02 00          	movb   $0x0,0x2(%rbx)
  402adf:	b8 00 00 00 00       	mov    $0x0,%eax
  402ae4:	eb d5                	jmp    402abb <driver_post+0x21>
  402ae6:	48 89 ca             	mov    %rcx,%rdx
  402ae9:	e8 7c fc ff ff       	callq  40276a <submitr>
  402aee:	eb cb                	jmp    402abb <driver_post+0x21>

0000000000402af0 <check>:
  402af0:	f3 0f 1e fa          	endbr64 
  402af4:	89 f8                	mov    %edi,%eax
  402af6:	c1 e8 1c             	shr    $0x1c,%eax
  402af9:	74 1d                	je     402b18 <check+0x28>
  402afb:	b9 00 00 00 00       	mov    $0x0,%ecx
  402b00:	83 f9 1f             	cmp    $0x1f,%ecx
  402b03:	7f 0d                	jg     402b12 <check+0x22>
  402b05:	89 f8                	mov    %edi,%eax
  402b07:	d3 e8                	shr    %cl,%eax
  402b09:	3c 0a                	cmp    $0xa,%al
  402b0b:	74 11                	je     402b1e <check+0x2e>
  402b0d:	83 c1 08             	add    $0x8,%ecx
  402b10:	eb ee                	jmp    402b00 <check+0x10>
  402b12:	b8 01 00 00 00       	mov    $0x1,%eax
  402b17:	c3                   	retq   
  402b18:	b8 00 00 00 00       	mov    $0x0,%eax
  402b1d:	c3                   	retq   
  402b1e:	b8 00 00 00 00       	mov    $0x0,%eax
  402b23:	c3                   	retq   

0000000000402b24 <gencookie>:
  402b24:	f3 0f 1e fa          	endbr64 
  402b28:	53                   	push   %rbx
  402b29:	83 c7 01             	add    $0x1,%edi
  402b2c:	e8 ef e8 ff ff       	callq  401420 <srandom@plt>
  402b31:	e8 fa e8 ff ff       	callq  401430 <random@plt>
  402b36:	48 89 c7             	mov    %rax,%rdi
  402b39:	89 c3                	mov    %eax,%ebx
  402b3b:	e8 b0 ff ff ff       	callq  402af0 <check>
  402b40:	85 c0                	test   %eax,%eax
  402b42:	74 ed                	je     402b31 <gencookie+0xd>
  402b44:	89 d8                	mov    %ebx,%eax
  402b46:	5b                   	pop    %rbx
  402b47:	c3                   	retq   
  402b48:	0f 1f 84 00 00 00 00 	nopl   0x0(%rax,%rax,1)
  402b4f:	00 

0000000000402b50 <__libc_csu_init>:
  402b50:	f3 0f 1e fa          	endbr64 
  402b54:	41 57                	push   %r15
  402b56:	4c 8d 3d a3 22 00 00 	lea    0x22a3(%rip),%r15        # 404e00 <__frame_dummy_init_array_entry>
  402b5d:	41 56                	push   %r14
  402b5f:	49 89 d6             	mov    %rdx,%r14
  402b62:	41 55                	push   %r13
  402b64:	49 89 f5             	mov    %rsi,%r13
  402b67:	41 54                	push   %r12
  402b69:	41 89 fc             	mov    %edi,%r12d
  402b6c:	55                   	push   %rbp
  402b6d:	48 8d 2d 94 22 00 00 	lea    0x2294(%rip),%rbp        # 404e08 <__do_global_dtors_aux_fini_array_entry>
  402b74:	53                   	push   %rbx
  402b75:	4c 29 fd             	sub    %r15,%rbp
