
rtarget:     file format elf64-x86-64


Disassembly of section .init:

0000000000401000 <_init>:
  401000:	f3 0f 1e fa          	endbr64 
  401dc7:	e8 b3 06 00 00       	callq  40247f <validate>
  401dcc:	bf 00 00 00 00       	mov    $0x0,%edi
  401dd1:	e8 6a f5 ff ff       	callq  401340 <exit@plt>

0000000000401dd6 <touch2>:
  401dd6:	f3 0f 1e fa          	endbr64 
  401dda:	50                   	push   %rax
  401ddb:	58                   	pop    %rax
  401ddc:	48 83 ec 08          	sub    $0x8,%rsp
  401de0:	89 fa                	mov    %edi,%edx
  401de2:	c7 05 10 47 00 00 02 	movl   $0x2,0x4710(%rip)        # 4064fc <vlevel>
  401de9:	00 00 00 
  401dec:	39 3d 12 47 00 00    	cmp    %edi,0x4712(%rip)        # 406504 <cookie>
  401df2:	74 2a                	je     401e1e <touch2+0x48>
  401df4:	48 8d 35 ad 14 00 00 	lea    0x14ad(%rip),%rsi        # 4032a8 <_IO_stdin_used+0x2a8>
  401dfb:	bf 01 00 00 00       	mov    $0x1,%edi
  401e00:	b8 00 00 00 00       	mov    $0x0,%eax
  401e05:	e8 06 f6 ff ff       	callq  401410 <__printf_chk@plt>
  401e0a:	bf 02 00 00 00       	mov    $0x2,%edi
  401e0f:	e8 3f 07 00 00       	callq  402553 <fail>
  401e14:	bf 00 00 00 00       	mov    $0x0,%edi
  401e19:	e8 22 f5 ff ff       	callq  401340 <exit@plt>
  401e1e:	48 8d 35 5b 14 00 00 	lea    0x145b(%rip),%rsi        # 403280 <_IO_stdin_used+0x280>
  401e25:	bf 01 00 00 00       	mov    $0x1,%edi
  401e2a:	b8 00 00 00 00       	mov    $0x0,%eax
  401e2f:	e8 dc f5 ff ff       	callq  401410 <__printf_chk@plt>
  401e34:	bf 02 00 00 00       	mov    $0x2,%edi
  401e39:	e8 41 06 00 00       	callq  40247f <validate>
  401e3e:	eb d4                	jmp    401e14 <touch2+0x3e>

0000000000401e40 <hexmatch>:
  401e40:	f3 0f 1e fa          	endbr64 
  401e44:	41 55                	push   %r13
  401e46:	41 54                	push   %r12
  401e48:	55                   	push   %rbp
  401e49:	53                   	push   %rbx
  401e4a:	48 81 ec 88 00 00 00 	sub    $0x88,%rsp
  401e51:	89 fd                	mov    %edi,%ebp
  401e53:	48 89 f3             	mov    %rsi,%rbx
  401e56:	41 bc 28 00 00 00    	mov    $0x28,%r12d
  401e5c:	64 49 8b 04 24       	mov    %fs:(%r12),%rax
  401e61:	48 89 44 24 78       	mov    %rax,0x78(%rsp)
  401e66:	31 c0                	xor    %eax,%eax
  401e68:	e8 c3 f5 ff ff       	callq  401430 <random@plt>
  401e6d:	48 89 c1             	mov    %rax,%rcx
  401e70:	48 ba 0b d7 a3 70 3d 	movabs $0xa3d70a3d70a3d70b,%rdx
  401e77:	0a d7 a3 
  401e7a:	48 f7 ea             	imul   %rdx
  401e7d:	48 01 ca             	add    %rcx,%rdx
  401e80:	48 c1 fa 06          	sar    $0x6,%rdx
  401e84:	48 89 c8             	mov    %rcx,%rax
  401e87:	48 c1 f8 3f          	sar    $0x3f,%rax
  401e8b:	48 29 c2             	sub    %rax,%rdx
  401e8e:	48 8d 04 92          	lea    (%rdx,%rdx,4),%rax
  401e92:	48 8d 04 80          	lea    (%rax,%rax,4),%rax
  401e96:	48 c1 e0 02          	shl    $0x2,%rax
  401e9a:	48 29 c1             	sub    %rax,%rcx
  401e9d:	4c 8d 2c 0c          	lea    (%rsp,%rcx,1),%r13
  401ea1:	41 89 e8             	mov    %ebp,%r8d
  401ea4:	48 8d 0d ca 13 00 00 	lea    0x13ca(%rip),%rcx        # 403275 <_IO_stdin_used+0x275>
  401eab:	48 c7 c2 ff ff ff ff 	mov    $0xffffffffffffffff,%rdx
  401eb2:	be 01 00 00 00       	mov    $0x1,%esi
  401eb7:	4c 89 ef             	mov    %r13,%rdi
  401eba:	b8 00 00 00 00       	mov    $0x0,%eax
  401ebf:	e8 7c f5 ff ff       	callq  401440 <__sprintf_chk@plt>
  401ec4:	ba 09 00 00 00       	mov    $0x9,%edx
  401ec9:	4c 89 ee             	mov    %r13,%rsi
  401ecc:	48 89 df             	mov    %rbx,%rdi
  401ecf:	e8 dc f3 ff ff       	callq  4012b0 <strncmp@plt>
  401ed4:	85 c0                	test   %eax,%eax
  401ed6:	0f 94 c0             	sete   %al
  401ed9:	48 8b 5c 24 78       	mov    0x78(%rsp),%rbx
  401ede:	64 49 33 1c 24       	xor    %fs:(%r12),%rbx
  401ee3:	75 11                	jne    401ef6 <hexmatch+0xb6>
  401ee5:	0f b6 c0             	movzbl %al,%eax
  401ee8:	48 81 c4 88 00 00 00 	add    $0x88,%rsp
  401eef:	5b                   	pop    %rbx
  401ef0:	5d                   	pop    %rbp
  401ef1:	41 5c                	pop    %r12
  401ef3:	41 5d                	pop    %r13
  401ef5:	c3                   	retq   
  401ef6:	e8 e5 f3 ff ff       	callq  4012e0 <__stack_chk_fail@plt>

0000000000401efb <touch3>:
  401efb:	f3 0f 1e fa          	endbr64 
  401eff:	53                   	push   %rbx
  401f00:	48 89 fb             	mov    %rdi,%rbx
  401f03:	c7 05 ef 45 00 00 03 	movl   $0x3,0x45ef(%rip)        # 4064fc <vlevel>
  401f0a:	00 00 00 
  401f0d:	48 89 fe             	mov    %rdi,%rsi
  401f10:	8b 3d ee 45 00 00    	mov    0x45ee(%rip),%edi        # 406504 <cookie>
  401f16:	e8 25 ff ff ff       	callq  401e40 <hexmatch>
  401f1b:	85 c0                	test   %eax,%eax
  401f1d:	74 2d                	je     401f4c <touch3+0x51>
  401f1f:	48 89 da             	mov    %rbx,%rdx
  401f22:	48 8d 35 a7 13 00 00 	lea    0x13a7(%rip),%rsi        # 4032d0 <_IO_stdin_used+0x2d0>
  401f29:	bf 01 00 00 00       	mov    $0x1,%edi
  401f2e:	b8 00 00 00 00       	mov    $0x0,%eax
  401f33:	e8 d8 f4 ff ff       	callq  401410 <__printf_chk@plt>
  401f38:	bf 03 00 00 00       	mov    $0x3,%edi
  401f3d:	e8 3d 05 00 00       	callq  40247f <validate>
  401f42:	bf 00 00 00 00       	mov    $0x0,%edi
  401f47:	e8 f4 f3 ff ff       	callq  401340 <exit@plt>
  401f4c:	48 89 da             	mov    %rbx,%rdx
  401f4f:	48 8d 35 a2 13 00 00 	lea    0x13a2(%rip),%rsi        # 4032f8 <_IO_stdin_used+0x2f8>
  401f56:	bf 01 00 00 00       	mov    $0x1,%edi
  401f5b:	b8 00 00 00 00       	mov    $0x0,%eax
  401f60:	e8 ab f4 ff ff       	callq  401410 <__printf_chk@plt>
  401f65:	bf 03 00 00 00       	mov    $0x3,%edi
  401f6a:	e8 e4 05 00 00       	callq  402553 <fail>
  401f6f:	eb d1                	jmp    401f42 <touch3+0x47>

0000000000401f71 <test>:
  401f71:	f3 0f 1e fa          	endbr64 
  401f75:	48 83 ec 08          	sub    $0x8,%rsp
  401f79:	b8 00 00 00 00       	mov    $0x0,%eax
  401f7e:	e8 05 fe ff ff       	callq  401d88 <getbuf>
  401f83:	89 c2                	mov    %eax,%edx
  401f85:	48 8d 35 94 13 00 00 	lea    0x1394(%rip),%rsi        # 403320 <_IO_stdin_used+0x320>
  401f8c:	bf 01 00 00 00       	mov    $0x1,%edi
  401f91:	b8 00 00 00 00       	mov    $0x0,%eax
  401f96:	e8 75 f4 ff ff       	callq  401410 <__printf_chk@plt>
  401f9b:	48 83 c4 08          	add    $0x8,%rsp
  401f9f:	c3                   	retq   

0000000000401fa0 <start_farm>:
  401fa0:	f3 0f 1e fa          	endbr64 
  401fa4:	b8 01 00 00 00       	mov    $0x1,%eax
  401fa9:	c3                   	retq   

0000000000401faa <addval_353>:
  401faa:	f3 0f 1e fa          	endbr64 
  401fae:	8d 87 48 89 c7 c3    	lea    -0x3c3876b8(%rdi),%eax
  401fb4:	c3                   	retq   

0000000000401fb5 <getval_426>:
  401fb5:	f3 0f 1e fa          	endbr64 
  401fb9:	b8 78 90 90 c3       	mov    $0xc3909078,%eax
  401fbe:	c3                   	retq   

0000000000401fbf <addval_373>:
  401fbf:	f3 0f 1e fa          	endbr64 
  401fc3:	8d 87 40 89 c7 c3    	lea    -0x3c3876c0(%rdi),%eax
  401fc9:	c3                   	retq   

0000000000401fca <getval_332>:
  401fca:	f3 0f 1e fa          	endbr64 
  401fce:	b8 09 48 89 c7       	mov    $0xc7894809,%eax
  401fd3:	c3                   	retq   

0000000000401fd4 <addval_188>:
  401fd4:	f3 0f 1e fa          	endbr64 
  401fd8:	8d 87 4c 89 c7 c3    	lea    -0x3c3876b4(%rdi),%eax
  401fde:	c3                   	retq   

0000000000401fdf <addval_484>:
  401fdf:	f3 0f 1e fa          	endbr64 
  401fe3:	8d 87 b0 58 90 c3    	lea    -0x3c6fa750(%rdi),%eax
  401fe9:	c3                   	retq   

0000000000401fea <getval_316>:
  401fea:	f3 0f 1e fa          	endbr64 
  401fee:	b8 69 78 90 c3       	mov    $0xc3907869,%eax
  401ff3:	c3                   	retq   

0000000000401ff4 <setval_299>:
  401ff4:	f3 0f 1e fa          	endbr64 
  401ff8:	c7 07 58 90 90 90    	movl   $0x90909058,(%rdi)
  401ffe:	c3                   	retq   

0000000000401fff <mid_farm>:
  401fff:	f3 0f 1e fa          	endbr64 
  402003:	b8 01 00 00 00       	mov    $0x1,%eax
  402008:	c3                   	retq   

0000000000402009 <add_xy>:
  402009:	f3 0f 1e fa          	endbr64 
  40200d:	48 8d 04 37          	lea    (%rdi,%rsi,1),%rax
  402011:	c3                   	retq   

0000000000402012 <addval_409>:
  402012:	f3 0f 1e fa          	endbr64 
  402016:	8d 87 3d 48 8b e0    	lea    -0x1f74b7c3(%rdi),%eax
  40201c:	c3                   	retq   

000000000040201d <addval_344>:
  40201d:	f3 0f 1e fa          	endbr64 
  402021:	8d 87 47 89 d1 90    	lea    -0x6f2e76b9(%rdi),%eax
  402027:	c3                   	retq   

0000000000402028 <setval_273>:
  402028:	f3 0f 1e fa          	endbr64 
  40202c:	c7 07 89 ce 78 c0    	movl   $0xc078ce89,(%rdi)
  402032:	c3                   	retq   

0000000000402033 <getval_247>:
  402033:	f3 0f 1e fa          	endbr64 
  402037:	b8 88 c2 38 db       	mov    $0xdb38c288,%eax
  40203c:	c3                   	retq   

000000000040203d <setval_464>:
  40203d:	f3 0f 1e fa          	endbr64 
  402041:	c7 07 48 88 e0 90    	movl   $0x90e08848,(%rdi)
  402047:	c3                   	retq   

0000000000402048 <getval_496>:
  402048:	f3 0f 1e fa          	endbr64 
  40204c:	b8 48 99 e0 c3       	mov    $0xc3e09948,%eax
  402051:	c3                   	retq   

0000000000402052 <setval_388>:
  402052:	f3 0f 1e fa          	endbr64 
  402056:	c7 07 58 89 e0 c3    	movl   $0xc3e08958,(%rdi)
  40205c:	c3                   	retq   

000000000040205d <addval_424>:
  40205d:	f3 0f 1e fa          	endbr64 
  402061:	8d 87 89 ce a4 d2    	lea    -0x2d5b3177(%rdi),%eax
  402067:	c3                   	retq   

0000000000402068 <getval_488>:
  402068:	f3 0f 1e fa          	endbr64 
  40206c:	b8 89 c2 94 c0       	mov    $0xc094c289,%eax
  402071:	c3                   	retq   

0000000000402072 <getval_265>:
  402072:	f3 0f 1e fa          	endbr64 
  402076:	b8 31 09 d1 90       	mov    $0x90d10931,%eax
  40207b:	c3                   	retq   

000000000040207c <setval_365>:
  40207c:	f3 0f 1e fa          	endbr64 
  402080:	c7 07 99 d1 38 c9    	movl   $0xc938d199,(%rdi)
  402086:	c3                   	retq   

0000000000402087 <getval_320>:
  402087:	f3 0f 1e fa          	endbr64 
  40208b:	b8 cc 89 c2 92       	mov    $0x92c289cc,%eax
  402090:	c3                   	retq   

0000000000402091 <getval_355>:
  402091:	f3 0f 1e fa          	endbr64 
  402095:	b8 48 89 e0 92       	mov    $0x92e08948,%eax
  40209a:	c3                   	retq   

000000000040209b <setval_380>:
  40209b:	f3 0f 1e fa          	endbr64 
  40209f:	c7 07 4c a6 8d ce    	movl   $0xce8da64c,(%rdi)
  4020a5:	c3                   	retq   

00000000004020a6 <getval_118>:
  4020a6:	f3 0f 1e fa          	endbr64 
  4020aa:	b8 89 ce c4 db       	mov    $0xdbc4ce89,%eax
  4020af:	c3                   	retq   

00000000004020b0 <getval_351>:
  4020b0:	f3 0f 1e fa          	endbr64 
  4020b4:	b8 89 c2 20 c0       	mov    $0xc020c289,%eax
  4020b9:	c3                   	retq   

00000000004020ba <getval_106>:
  4020ba:	f3 0f 1e fa          	endbr64 
  4020be:	b8 89 c2 90 c7       	mov    $0xc790c289,%eax
  4020c3:	c3                   	retq   

00000000004020c4 <getval_412>:
  4020c4:	f3 0f 1e fa          	endbr64 
  4020c8:	b8 89 ce c4 c9       	mov    $0xc9c4ce89,%eax
  4020cd:	c3                   	retq   

00000000004020ce <addval_473>:
  4020ce:	f3 0f 1e fa          	endbr64 
  4020d2:	8d 87 81 d1 08 c9    	lea    -0x36f72e7f(%rdi),%eax
  4020d8:	c3                   	retq   

00000000004020d9 <setval_217>:
  4020d9:	f3 0f 1e fa          	endbr64 
  4020dd:	c7 07 89 ce 84 c0    	movl   $0xc084ce89,(%rdi)
  4020e3:	c3                   	retq   

00000000004020e4 <setval_437>:
  4020e4:	f3 0f 1e fa          	endbr64 
  4020e8:	c7 07 48 89 e0 c3    	movl   $0xc3e08948,(%rdi)
  4020ee:	c3                   	retq   

00000000004020ef <addval_137>:
  4020ef:	f3 0f 1e fa          	endbr64 
  4020f3:	8d 87 89 ce 20 db    	lea    -0x24df3177(%rdi),%eax
  4020f9:	c3                   	retq   

00000000004020fa <getval_446>:
  4020fa:	f3 0f 1e fa          	endbr64 
  4020fe:	b8 d0 8d c2 c3       	mov    $0xc3c28dd0,%eax
  402103:	c3                   	retq   

0000000000402104 <addval_211>:
  402104:	f3 0f 1e fa          	endbr64 
  402108:	8d 87 89 d1 30 c0    	lea    -0x3fcf2e77(%rdi),%eax
  40210e:	c3                   	retq   

000000000040210f <setval_311>:
  40210f:	f3 0f 1e fa          	endbr64 
  402113:	c7 07 4a 48 89 e0    	movl   $0xe089484a,(%rdi)
  402119:	c3                   	retq   

000000000040211a <setval_124>:
  40211a:	f3 0f 1e fa          	endbr64 
  40211e:	c7 07 89 d1 20 db    	movl   $0xdb20d189,(%rdi)
  402124:	c3                   	retq   

0000000000402125 <setval_396>:
  402125:	f3 0f 1e fa          	endbr64 
  402129:	c7 07 88 d1 90 c3    	movl   $0xc390d188,(%rdi)
  40212f:	c3                   	retq   

0000000000402130 <getval_139>:
  402130:	f3 0f 1e fa          	endbr64 
  402134:	b8 89 d1 28 db       	mov    $0xdb28d189,%eax
  402139:	c3                   	retq   

000000000040213a <getval_110>:
  40213a:	f3 0f 1e fa          	endbr64 
  40213e:	b8 09 c2 08 c9       	mov    $0xc908c209,%eax
  402143:	c3                   	retq   

0000000000402144 <addval_476>:
  402144:	f3 0f 1e fa          	endbr64 
  402148:	8d 87 89 ce 28 d2    	lea    -0x2dd73177(%rdi),%eax
  40214e:	c3                   	retq   

000000000040214f <addval_444>:
  40214f:	f3 0f 1e fa          	endbr64 
  402153:	8d 87 89 c2 38 db    	lea    -0x24c73d77(%rdi),%eax
  402159:	c3                   	retq   

000000000040215a <getval_160>:
  40215a:	f3 0f 1e fa          	endbr64 
  40215e:	b8 48 88 e0 c3       	mov    $0xc3e08848,%eax
  402163:	c3                   	retq   

0000000000402164 <end_farm>:
  402164:	f3 0f 1e fa          	endbr64 
  402168:	b8 01 00 00 00       	mov    $0x1,%eax
  40216d:	c3                   	retq   

000000000040216e <save_char>:
  40216e:	8b 05 b0 4f 00 00    	mov    0x4fb0(%rip),%eax        # 407124 <gets_cnt>
  402174:	3d ff 03 00 00       	cmp    $0x3ff,%eax
  402179:	7f 4a                	jg     4021c5 <save_char+0x57>
  40217b:	89 f9                	mov    %edi,%ecx
  40217d:	c0 e9 04             	shr    $0x4,%cl
  402180:	8d 14 40             	lea    (%rax,%rax,2),%edx
  402183:	4c 8d 05 b6 14 00 00 	lea    0x14b6(%rip),%r8        # 403640 <trans_char>
  40218a:	83 e1 0f             	and    $0xf,%ecx
  40218d:	45 0f b6 0c 08       	movzbl (%r8,%rcx,1),%r9d
  402192:	48 8d 0d 87 43 00 00 	lea    0x4387(%rip),%rcx        # 406520 <gets_buf>
  402199:	48 63 f2             	movslq %edx,%rsi
  40219c:	44 88 0c 31          	mov    %r9b,(%rcx,%rsi,1)
  4021a0:	8d 72 01             	lea    0x1(%rdx),%esi
  4021a3:	83 e7 0f             	and    $0xf,%edi
  4021a6:	41 0f b6 3c 38       	movzbl (%r8,%rdi,1),%edi
  4021ab:	48 63 f6             	movslq %esi,%rsi
  4021ae:	40 88 3c 31          	mov    %dil,(%rcx,%rsi,1)
  4021b2:	83 c2 02             	add    $0x2,%edx
  4021b5:	48 63 d2             	movslq %edx,%rdx
  4021b8:	c6 04 11 20          	movb   $0x20,(%rcx,%rdx,1)
  4021bc:	83 c0 01             	add    $0x1,%eax
  4021bf:	89 05 5f 4f 00 00    	mov    %eax,0x4f5f(%rip)        # 407124 <gets_cnt>
  4021c5:	c3                   	retq   

00000000004021c6 <save_term>:
  4021c6:	8b 05 58 4f 00 00    	mov    0x4f58(%rip),%eax        # 407124 <gets_cnt>
  4021cc:	8d 04 40             	lea    (%rax,%rax,2),%eax
  4021cf:	48 98                	cltq   
  4021d1:	48 8d 15 48 43 00 00 	lea    0x4348(%rip),%rdx        # 406520 <gets_buf>
  4021d8:	c6 04 02 00          	movb   $0x0,(%rdx,%rax,1)
  4021dc:	c3                   	retq   

00000000004021dd <check_fail>:
  4021dd:	f3 0f 1e fa          	endbr64 
  4021e1:	50                   	push   %rax
  4021e2:	58                   	pop    %rax
  4021e3:	48 83 ec 08          	sub    $0x8,%rsp
  4021e7:	0f be 15 3a 4f 00 00 	movsbl 0x4f3a(%rip),%edx        # 407128 <target_prefix>
  4021ee:	4c 8d 05 2b 43 00 00 	lea    0x432b(%rip),%r8        # 406520 <gets_buf>
  4021f5:	8b 0d fd 42 00 00    	mov    0x42fd(%rip),%ecx        # 4064f8 <check_level>
  4021fb:	48 8d 35 41 11 00 00 	lea    0x1141(%rip),%rsi        # 403343 <_IO_stdin_used+0x343>
  402202:	bf 01 00 00 00       	mov    $0x1,%edi
  402207:	b8 00 00 00 00       	mov    $0x0,%eax
  40220c:	e8 ff f1 ff ff       	callq  401410 <__printf_chk@plt>
  402211:	bf 01 00 00 00       	mov    $0x1,%edi
  402216:	e8 25 f1 ff ff       	callq  401340 <exit@plt>

000000000040221b <Gets>:
  40221b:	f3 0f 1e fa          	endbr64 
  40221f:	41 54                	push   %r12
  402221:	55                   	push   %rbp
  402222:	53                   	push   %rbx
  402223:	49 89 fc             	mov    %rdi,%r12
  402226:	c7 05 f4 4e 00 00 00 	movl   $0x0,0x4ef4(%rip)        # 407124 <gets_cnt>
  40222d:	00 00 00 
  402230:	48 89 fb             	mov    %rdi,%rbx
  402233:	48 8b 3d b6 42 00 00 	mov    0x42b6(%rip),%rdi        # 4064f0 <infile>
  40223a:	e8 d1 f0 ff ff       	callq  401310 <getc@plt>
  40223f:	83 f8 ff             	cmp    $0xffffffff,%eax
  402242:	74 18                	je     40225c <Gets+0x41>
  402244:	83 f8 0a             	cmp    $0xa,%eax
  402247:	74 13                	je     40225c <Gets+0x41>
  402249:	48 8d 6b 01          	lea    0x1(%rbx),%rbp
  40224d:	88 03                	mov    %al,(%rbx)
  40224f:	0f b6 f8             	movzbl %al,%edi
  402252:	e8 17 ff ff ff       	callq  40216e <save_char>
  402257:	48 89 eb             	mov    %rbp,%rbx
  40225a:	eb d7                	jmp    402233 <Gets+0x18>
  40225c:	c6 03 00             	movb   $0x0,(%rbx)
  40225f:	b8 00 00 00 00       	mov    $0x0,%eax
  402264:	e8 5d ff ff ff       	callq  4021c6 <save_term>
  402269:	4c 89 e0             	mov    %r12,%rax
  40226c:	5b                   	pop    %rbx
  40226d:	5d                   	pop    %rbp
  40226e:	41 5c                	pop    %r12
  402270:	c3                   	retq   

0000000000402271 <notify_server>:
  402271:	f3 0f 1e fa          	endbr64 
  402275:	55                   	push   %rbp
  402276:	53                   	push   %rbx
  402277:	4c 8d 9c 24 00 c0 ff 	lea    -0x4000(%rsp),%r11
  40227e:	ff 
  40227f:	48 81 ec 00 10 00 00 	sub    $0x1000,%rsp
  402286:	48 83 0c 24 00       	orq    $0x0,(%rsp)
  40228b:	4c 39 dc             	cmp    %r11,%rsp
  40228e:	75 ef                	jne    40227f <notify_server+0xe>
  402290:	48 83 ec 18          	sub    $0x18,%rsp
  402294:	64 48 8b 04 25 28 00 	mov    %fs:0x28,%rax
  40229b:	00 00 
  40229d:	48 89 84 24 08 40 00 	mov    %rax,0x4008(%rsp)
  4022a4:	00 
  4022a5:	31 c0                	xor    %eax,%eax
  4022a7:	83 3d 5a 42 00 00 00 	cmpl   $0x0,0x425a(%rip)        # 406508 <is_checker>
  4022ae:	0f 85 17 01 00 00    	jne    4023cb <notify_server+0x15a>
  4022b4:	89 fb                	mov    %edi,%ebx
  4022b6:	81 3d 64 4e 00 00 9c 	cmpl   $0x1f9c,0x4e64(%rip)        # 407124 <gets_cnt>
  4022bd:	1f 00 00 
  4022c0:	7f 18                	jg     4022da <notify_server+0x69>
  4022c2:	0f be 05 5f 4e 00 00 	movsbl 0x4e5f(%rip),%eax        # 407128 <target_prefix>
  4022c9:	83 3d 90 3e 00 00 00 	cmpl   $0x0,0x3e90(%rip)        # 406160 <notify>
  4022d0:	74 23                	je     4022f5 <notify_server+0x84>
  4022d2:	8b 15 28 42 00 00    	mov    0x4228(%rip),%edx        # 406500 <authkey>
  4022d8:	eb 20                	jmp    4022fa <notify_server+0x89>
  4022da:	48 8d 35 97 11 00 00 	lea    0x1197(%rip),%rsi        # 403478 <_IO_stdin_used+0x478>
  4022e1:	bf 01 00 00 00       	mov    $0x1,%edi
  4022e6:	e8 25 f1 ff ff       	callq  401410 <__printf_chk@plt>
  4022eb:	bf 01 00 00 00       	mov    $0x1,%edi
  4022f0:	e8 4b f0 ff ff       	callq  401340 <exit@plt>
  4022f5:	ba ff ff ff ff       	mov    $0xffffffff,%edx
  4022fa:	85 db                	test   %ebx,%ebx
  4022fc:	0f 84 89 00 00 00    	je     40238b <notify_server+0x11a>
  402302:	48 8d 2d 55 10 00 00 	lea    0x1055(%rip),%rbp        # 40335e <_IO_stdin_used+0x35e>
  402309:	48 89 e7             	mov    %rsp,%rdi
  40230c:	48 8d 0d 0d 42 00 00 	lea    0x420d(%rip),%rcx        # 406520 <gets_buf>
  402313:	51                   	push   %rcx
  402314:	56                   	push   %rsi
  402315:	50                   	push   %rax
  402316:	52                   	push   %rdx
  402317:	49 89 e9             	mov    %rbp,%r9
  40231a:	44 8b 05 17 3e 00 00 	mov    0x3e17(%rip),%r8d        # 406138 <target_id>
  402321:	48 8d 0d 3b 10 00 00 	lea    0x103b(%rip),%rcx        # 403363 <_IO_stdin_used+0x363>
  402328:	ba 00 20 00 00       	mov    $0x2000,%edx
  40232d:	be 01 00 00 00       	mov    $0x1,%esi
  402332:	b8 00 00 00 00       	mov    $0x0,%eax
  402337:	e8 04 f1 ff ff       	callq  401440 <__sprintf_chk@plt>
  40233c:	48 83 c4 20          	add    $0x20,%rsp
  402340:	83 3d 19 3e 00 00 00 	cmpl   $0x0,0x3e19(%rip)        # 406160 <notify>
  402347:	0f 84 9f 00 00 00    	je     4023ec <notify_server+0x17b>
  40234d:	85 db                	test   %ebx,%ebx
  40234f:	74 6e                	je     4023bf <notify_server+0x14e>
  402351:	48 8d 8c 24 00 20 00 	lea    0x2000(%rsp),%rcx
  402358:	00 
  402359:	48 89 e6             	mov    %rsp,%rsi
  40235c:	ba 00 00 00 00       	mov    $0x0,%edx
  402361:	48 8b 3d d8 3d 00 00 	mov    0x3dd8(%rip),%rdi        # 406140 <user_id>
  402368:	e8 fb 08 00 00       	callq  402c68 <driver_post>
  40236d:	85 c0                	test   %eax,%eax
  40236f:	78 26                	js     402397 <notify_server+0x126>
  402371:	48 8d 3d 30 11 00 00 	lea    0x1130(%rip),%rdi        # 4034a8 <_IO_stdin_used+0x4a8>
  402378:	e8 83 f0 ff ff       	callq  401400 <puts@plt>
  40237d:	48 8d 3d 07 10 00 00 	lea    0x1007(%rip),%rdi        # 40338b <_IO_stdin_used+0x38b>
  402384:	e8 77 f0 ff ff       	callq  401400 <puts@plt>
  402389:	eb 40                	jmp    4023cb <notify_server+0x15a>
  40238b:	48 8d 2d c7 0f 00 00 	lea    0xfc7(%rip),%rbp        # 403359 <_IO_stdin_used+0x359>
  402392:	e9 72 ff ff ff       	jmpq   402309 <notify_server+0x98>
  402397:	48 8d 94 24 00 20 00 	lea    0x2000(%rsp),%rdx
  40239e:	00 
  40239f:	48 8d 35 d9 0f 00 00 	lea    0xfd9(%rip),%rsi        # 40337f <_IO_stdin_used+0x37f>
  4023a6:	bf 01 00 00 00       	mov    $0x1,%edi
  4023ab:	b8 00 00 00 00       	mov    $0x0,%eax
  4023b0:	e8 5b f0 ff ff       	callq  401410 <__printf_chk@plt>
  4023b5:	bf 01 00 00 00       	mov    $0x1,%edi
  4023ba:	e8 81 ef ff ff       	callq  401340 <exit@plt>
  4023bf:	48 8d 3d cf 0f 00 00 	lea    0xfcf(%rip),%rdi        # 403395 <_IO_stdin_used+0x395>
  4023c6:	e8 35 f0 ff ff       	callq  401400 <puts@plt>
  4023cb:	48 8b 84 24 08 40 00 	mov    0x4008(%rsp),%rax
  4023d2:	00 
  4023d3:	64 48 33 04 25 28 00 	xor    %fs:0x28,%rax
  4023da:	00 00 
  4023dc:	0f 85 98 00 00 00    	jne    40247a <notify_server+0x209>
  4023e2:	48 81 c4 18 40 00 00 	add    $0x4018,%rsp
  4023e9:	5b                   	pop    %rbx
  4023ea:	5d                   	pop    %rbp
  4023eb:	c3                   	retq   
  4023ec:	48 89 ea             	mov    %rbp,%rdx
  4023ef:	48 8d 35 ea 10 00 00 	lea    0x10ea(%rip),%rsi        # 4034e0 <_IO_stdin_used+0x4e0>
  4023f6:	bf 01 00 00 00       	mov    $0x1,%edi
  4023fb:	b8 00 00 00 00       	mov    $0x0,%eax
  402400:	e8 0b f0 ff ff       	callq  401410 <__printf_chk@plt>
  402405:	48 8b 15 34 3d 00 00 	mov    0x3d34(%rip),%rdx        # 406140 <user_id>
  40240c:	48 8d 35 89 0f 00 00 	lea    0xf89(%rip),%rsi        # 40339c <_IO_stdin_used+0x39c>
  402413:	bf 01 00 00 00       	mov    $0x1,%edi
  402418:	b8 00 00 00 00       	mov    $0x0,%eax
  40241d:	e8 ee ef ff ff       	callq  401410 <__printf_chk@plt>
  402422:	48 8b 15 27 3d 00 00 	mov    0x3d27(%rip),%rdx        # 406150 <course>
  402429:	48 8d 35 79 0f 00 00 	lea    0xf79(%rip),%rsi        # 4033a9 <_IO_stdin_used+0x3a9>
  402430:	bf 01 00 00 00       	mov    $0x1,%edi
  402435:	b8 00 00 00 00       	mov    $0x0,%eax
  40243a:	e8 d1 ef ff ff       	callq  401410 <__printf_chk@plt>
  40243f:	48 8b 15 02 3d 00 00 	mov    0x3d02(%rip),%rdx        # 406148 <lab>
  402446:	48 8d 35 68 0f 00 00 	lea    0xf68(%rip),%rsi        # 4033b5 <_IO_stdin_used+0x3b5>
  40244d:	bf 01 00 00 00       	mov    $0x1,%edi
  402452:	b8 00 00 00 00       	mov    $0x0,%eax
  402457:	e8 b4 ef ff ff       	callq  401410 <__printf_chk@plt>
  40245c:	48 89 e2             	mov    %rsp,%rdx
